,Year,Timesteps,Region,Technology,Carrier,Value
362,2040,3,reg1,Pump_hydro_ST,Electricity,2717.0532160855637
363,2040,4,reg1,Pump_hydro_ST,Electricity,3791.619999999999
364,2040,5,reg1,Pump_hydro_ST,Electricity,3791.619999999999
365,2040,6,reg1,Pump_hydro_ST,Electricity,3791.619999999999
366,2040,7,reg1,Pump_hydro_ST,Electricity,3791.619999999999
367,2040,8,reg1,Pump_hydro_ST,Electricity,3791.619999999999
368,2040,9,reg1,Pump_hydro_ST,Electricity,3791.619999999999
369,2040,10,reg1,Pump_hydro_ST,Electricity,199.31847175601462
370,2040,11,reg1,Pump_hydro_ST,Electricity,0.0
371,2040,12,reg1,Pump_hydro_ST,Electricity,0.0
372,2040,13,reg1,Pump_hydro_ST,Electricity,0.0
373,2040,14,reg1,Pump_hydro_ST,Electricity,0.0
374,2040,15,reg1,Pump_hydro_ST,Electricity,0.0
375,2040,16,reg1,Pump_hydro_ST,Electricity,0.0
376,2040,17,reg1,Pump_hydro_ST,Electricity,0.0
377,2040,18,reg1,Pump_hydro_ST,Electricity,0.0
378,2040,19,reg1,Pump_hydro_ST,Electricity,0.0
379,2040,20,reg1,Pump_hydro_ST,Electricity,0.0
380,2040,21,reg1,Pump_hydro_ST,Electricity,0.0
381,2040,22,reg1,Pump_hydro_ST,Electricity,0.0
382,2040,23,reg1,Pump_hydro_ST,Electricity,0.0
383,2040,24,reg1,Pump_hydro_ST,Electricity,0.0
384,2041,1,reg1,Pump_hydro_ST,Electricity,0.0
385,2041,2,reg1,Pump_hydro_ST,Electricity,0.0
386,2041,3,reg1,Pump_hydro_ST,Electricity,3498.4720504112365
387,2041,4,reg1,Pump_hydro_ST,Electricity,3791.619999999998
388,2041,5,reg1,Pump_hydro_ST,Electricity,3791.619999999998
389,2041,6,reg1,Pump_hydro_ST,Electricity,3791.619999999998
390,2041,7,reg1,Pump_hydro_ST,Electricity,3791.619999999998
391,2041,8,reg1,Pump_hydro_ST,Electricity,3791.619999999998
392,2041,9,reg1,Pump_hydro_ST,Electricity,3791.619999999998
393,2041,10,reg1,Pump_hydro_ST,Electricity,3038.025351590575
394,2041,11,reg1,Pump_hydro_ST,Electricity,0.0
395,2041,12,reg1,Pump_hydro_ST,Electricity,0.0
396,2041,13,reg1,Pump_hydro_ST,Electricity,0.0
397,2041,14,reg1,Pump_hydro_ST,Electricity,0.0
398,2041,15,reg1,Pump_hydro_ST,Electricity,0.0
399,2041,16,reg1,Pump_hydro_ST,Electricity,0.0
400,2041,17,reg1,Pump_hydro_ST,Electricity,0.0
401,2041,18,reg1,Pump_hydro_ST,Electricity,0.0
402,2041,19,reg1,Pump_hydro_ST,Electricity,0.0
403,2041,20,reg1,Pump_hydro_ST,Electricity,0.0
